Workbook,Date,0,1,2,3,4,5
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,CAD,17841,18048,18650,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Đô Canada),17841,18048,18650,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,GBP,31142,31389,32292,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Bảng Anh),31142,31389,32292,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,CHF,24073,24312,24915,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Franc Thụy Sĩ),24073,24312,24915,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,SGD,16796,16885,17486,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Đô Singapore),16796,16885,17486,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,EUR,26689,26896,27897,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Euro),26689,26896,27897,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,CNY,-,3466,3596,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3466,3596,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,HKD,-,2839,3039,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Đô Hồng Kông),-,2839,3039,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,THB,710,720,770,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá Bat Thái Lan),710,720,770,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,MYR,-,5497,5651,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,(tỷ giá tiền Malaysia),-,5497,5651,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,KRW,-,,24.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,( tỷ giá Won Korean),-,,24.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23231,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22534,23928,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,3,,22986,23173,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,7,,22987,23183,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,30,,22991,23237,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,90,,23000,23380,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,180,,23014,23594,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,360,,23043,24035,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,Tỷ giá vàng,5460000,,5562000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,26-Mar-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,LIBOR USD (%năm):,0.199,0.20325,0.28075,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,LIBOR EUR (%năm):,-0.54971,-0.52271,-0.49629,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210329.csv,29/03/2021,Tỷ giá được cập nhật lúc 29/03/2021 11:15 AM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 29/03/2021 11:15 AM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 29/03/2021 11:15 AM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 29/03/2021 11:15 AM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,"USD, (1,2)",22540,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Đô la Mỹ),22540,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,"USD, (5,10,20)",22542,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Đô la Mỹ),22542,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,"USD,50-100",22962,22982,23162,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Đô la Mỹ),22962,22982,23162,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,JPY,206.17,206.11,215.13,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá đồng Yên Nhật),206.17,206.11,215.13,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,AUD,17154,17391,17993,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Đô Úc),17154,17391,17993,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,CAD,17857,18065,18667,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Đô Canada),17857,18065,18667,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,GBP,31112,31359,32261,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Bảng Anh),31112,31359,32261,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,CHF,24036,24274,24876,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Franc Thụy Sĩ),24036,24274,24876,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,SGD,16779,16868,17471,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Đô Singapore),16779,16868,17471,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,EUR,26612,26819,27821,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Euro),26612,26819,27821,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,CNY,-,3453,3583,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3453,3583,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,HKD,-,2838,3038,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Đô Hồng Kông),-,2838,3038,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,THB,709,719,769,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá Bat Thái Lan),709,719,769,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,MYR,-,5493,5648,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(tỷ giá tiền Malaysia),-,5493,5648,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23237,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22540,23934,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,3,,22982,23169,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,7,,22983,23179,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,30,,22987,23233,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,90,,22996,23376,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,180,,23010,23590,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,360,,23039,24031,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,Tỷ giá vàng,5447000,,5549000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,30-Mar-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,LIBOR USD (%năm):,0.199,0.20325,0.28075,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,LIBOR EUR (%năm):,-0.54971,-0.52271,-0.49629,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,Tỷ giá được cập nhật lúc 30/03/2021 01:37 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 30/03/2021 01:37 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 30/03/2021 01:37 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 30/03/2021 01:37 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210330.csv,30/03/2021,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,"USD, (1,2)",22547,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Đô la Mỹ),22547,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,"USD, (5,10,20)",22548,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Đô la Mỹ),22548,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,"USD,50-100",22968,22988,23168,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Đô la Mỹ),22968,22988,23168,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,JPY,205.19,205.11,214.12,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá đồng Yên Nhật),205.19,205.11,214.12,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,AUD,17081,17317,17919,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Đô Úc),17081,17317,17919,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,CAD,17857,18066,18667,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Đô Canada),17857,18066,18667,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,GBP,31104,31351,32253,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Bảng Anh),31104,31351,32253,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,CHF,24022,24259,24859,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Franc Thụy Sĩ),24022,24259,24859,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,SGD,16823,16913,17515,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Đô Singapore),16823,16913,17515,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,EUR,26594,26800,27803,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Euro),26594,26800,27803,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,CNY,-,3460,3591,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3460,3591,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,HKD,-,2839,3039,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Đô Hồng Kông),-,2839,3039,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,THB,707,717,767,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá Bat Thái Lan),707,717,767,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,MYR,-,5491,5646,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,(tỷ giá tiền Malaysia),-,5491,5646,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,KRW,-,,24.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,( tỷ giá Won Korean),-,,24.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23244,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22547,23941,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,3,,22988,23175,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,7,,22989,23185,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,30,,22993,23239,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,90,,23002,23382,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,180,,23016,23596,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,360,,23045,24037,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,Tỷ giá vàng,5415000,,5517000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,31-Mar-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,LIBOR USD (%năm):,0.2025,0.20288,0.28150,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,LIBOR EUR (%năm):,-0.54971,-0.52357,-0.49543,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210331.csv,31/03/2021,Tỷ giá được cập nhật lúc 31/03/2021 03:25 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 31/03/2021 03:25 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 31/03/2021 03:25 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 31/03/2021 03:25 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,"USD, (1,2)",22545,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Đô la Mỹ),22545,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,"USD, (5,10,20)",22547,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Đô la Mỹ),22547,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,"USD,50-100",22967,22987,23167,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Đô la Mỹ),22967,22987,23167,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,JPY,204.97,204.89,213.91,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá đồng Yên Nhật),204.97,204.89,213.91,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,AUD,16965,17199,17801,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Đô Úc),16965,17199,17801,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,CAD,17879,18088,18690,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Đô Canada),17879,18088,18690,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,GBP,31155,31402,32305,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Bảng Anh),31155,31402,32305,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,CHF,23920,24155,24757,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Franc Thụy Sĩ),23920,24155,24757,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,SGD,16801,16891,17492,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Đô Singapore),16801,16891,17492,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,EUR,26575,26781,27781,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Euro),26575,26781,27781,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,CNY,-,3451,3581,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3451,3581,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,HKD,-,2838,3038,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Đô Hồng Kông),-,2838,3038,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,THB,708,717,768,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá Bat Thái Lan),708,717,768,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,MYR,-,5495,5648,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,(tỷ giá tiền Malaysia),-,5495,5648,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,KRW,-,,24.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,( tỷ giá Won Korean),-,,24.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23242,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22545,23939,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,3,,22987,23174,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,7,,22988,23184,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,30,,22992,23238,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,90,,23001,23381,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,180,,23015,23595,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,360,,23044,24036,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,Tỷ giá vàng,5415000,,5517000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,01-Apr-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,LIBOR USD (%năm):,0.20163,0.20675,0.28663,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,LIBOR EUR (%năm):,-0.55043,-0.52614,-0.49829,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210401.csv,01/04/2021,Tỷ giá được cập nhật lúc 01/04/2021 03:57 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 01/04/2021 03:57 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 01/04/2021 03:57 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 01/04/2021 03:57 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,"USD, (1,2)",22545,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,(tỷ giá Đô la Mỹ),22545,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,"USD, (5,10,20)",22546,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,(tỷ giá Đô la Mỹ),22546,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,"USD,50-100",22966,22986,23166,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,(tỷ giá Đô la Mỹ),22966,22986,23166,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,JPY,205.56,205.48,214.50,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,(tỷ giá đồng Yên Nhật),205.56,205.48,214.50,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,AUD,17087,17322,17925,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,(tỷ giá Đô Úc),17087,17322,17925,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,CAD,17914,18124,18726,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,(tỷ giá Đô Canada),17914,18124,18726,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,GBP,31283,31533,32435,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210402.csv,02/04/2021,(tỷ giá Bảng Anh),31283,31533,32435,,
