Workbook,Date,0,1,2,3,4,5
C:\Users\vuongns\Downloads\test_tcb\tcb20200205.csv,05/02/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,"USD, (1,2)",22627,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Đô la Mỹ),22627,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,"USD, (5,10,20)",22727,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Đô la Mỹ),22727,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,"USD,50-100",23147,23167,23287,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Đô la Mỹ),23147,23167,23287,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,JPY,208.26,208.96,214.96,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá đồng Yên Nhật),208.26,208.96,214.96,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,AUD,15218,15403,15905,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Đô Úc),15218,15403,15905,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,CAD,17078,17284,17785,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Đô Canada),17078,17284,17785,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,GBP,29568,29851,30503,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Bảng Anh),29568,29851,30503,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,CHF,23412,23649,24152,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Franc Thụy Sĩ),23412,23649,24152,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,SGD,16460,16567,17018,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Đô Singapore),16460,16567,17018,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,EUR,25098,25352,26052,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Euro),25098,25352,26052,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,CNY,-,3271,3402,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3271,3402,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,HKD,-,2862,3062,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Đô Hồng Kông),-,2862,3062,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,THB,718,727,808,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá Bat Thái Lan),718,727,808,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,MYR,-,5561,5718,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(tỷ giá tiền Malaysia),-,5561,5718,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23201,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22505,23897,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,3,,23168,23298,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,7,,23169,23313,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,30,,23177,23397,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,90,,23196,23617,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,180,,23224,23947,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,360,,23283,24626,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,Tỷ giá vàng,4345000,,4392000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,06-Feb-20,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,LIBOR USD (%năm):,1.73738,1.7435,1.80300,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,LIBOR EUR (%năm):,-0.42643,-0.38986,-0.31357,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,Tỷ giá được cập nhật lúc 06/02/2020 04:52 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 06/02/2020 04:52 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 06/02/2020 04:52 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 06/02/2020 04:52 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200206.csv,06/02/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,"USD, (1,2)",22632,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Đô la Mỹ),22632,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,"USD, (5,10,20)",22732,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Đô la Mỹ),22732,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,"USD,50-100",23152,23172,23312,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Đô la Mỹ),23152,23172,23312,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,JPY,208.48,209.27,215.27,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá đồng Yên Nhật),208.48,209.27,215.27,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,AUD,15075,15264,15764,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Đô Úc),15075,15264,15764,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,CAD,17047,17259,17761,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Đô Canada),17047,17259,17761,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,GBP,29460,29754,30407,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Bảng Anh),29460,29754,30407,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,CHF,23372,23618,24121,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Franc Thụy Sĩ),23372,23618,24121,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,SGD,16394,16506,16959,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Đô Singapore),16394,16506,16959,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,EUR,24991,25255,25955,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Euro),24991,25255,25955,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,CNY,-,3261,3392,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3261,3392,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,HKD,-,2863,3064,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Đô Hồng Kông),-,2863,3064,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,THB,713,722,803,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá Bat Thái Lan),713,722,803,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,MYR,-,5544,5695,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(tỷ giá tiền Malaysia),-,5544,5695,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23201,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22505,23897,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,3,,23173,23323,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,7,,23174,23338,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,30,,23182,23422,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,90,,23201,23643,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,180,,23229,23973,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,360,,23288,24652,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,Tỷ giá vàng,4360000,,4380000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,07-Feb-20,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,LIBOR USD (%năm):,1.74163,1.75888,1.83113,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,LIBOR EUR (%năm):,-0.42657,-0.38986,-0.30643,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,Tỷ giá được cập nhật lúc 07/02/2020 05:44 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 07/02/2020 05:44 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 07/02/2020 05:44 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 07/02/2020 05:44 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200207.csv,07/02/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,"USD, (1,2)",22632,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Đô la Mỹ),22632,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,"USD, (5,10,20)",22732,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Đô la Mỹ),22732,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,"USD,50-100",23152,23172,23312,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Đô la Mỹ),23152,23172,23312,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,JPY,208.38,209.18,215.39,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá đồng Yên Nhật),208.38,209.18,215.39,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,AUD,15062,15250,15771,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Đô Úc),15062,15250,15771,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,CAD,17045,17257,17773,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Đô Canada),17045,17257,17773,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,GBP,29336,29629,30346,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Bảng Anh),29336,29629,30346,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,CHF,23313,23558,24087,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Franc Thụy Sĩ),23313,23558,24087,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,SGD,16406,16518,16987,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Đô Singapore),16406,16518,16987,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,EUR,24970,25234,25948,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Euro),24970,25234,25948,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,CNY,-,3258,3390,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3258,3390,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,HKD,-,2862,3063,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Đô Hồng Kông),-,2862,3063,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,THB,708,716,807,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá Bat Thái Lan),708,716,807,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,MYR,-,5544,5695,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(tỷ giá tiền Malaysia),-,5544,5695,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23201,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22505,23897,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,3,,23173,23323,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,7,,23174,23338,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,30,,23182,23422,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,90,,23201,23643,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,180,,23229,23973,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,360,,23288,24652,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,Tỷ giá vàng,4360000,,4380000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,07-Feb-20,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,LIBOR USD (%năm):,1.73413,1.74963,1.84263,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,LIBOR EUR (%năm):,-0.42329,-0.39257,-0.30386,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,Tỷ giá được cập nhật lúc 08/02/2020 08:48 AM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 08/02/2020 08:48 AM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 08/02/2020 08:48 AM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 08/02/2020 08:48 AM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200208.csv,08/02/2020,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,"USD, (1,2)",22638,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Đô la Mỹ),22638,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,"USD, (5,10,20)",22738,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Đô la Mỹ),22738,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,"USD,50-100",23158,23178,23318,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Đô la Mỹ),23158,23178,23318,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,JPY,208.57,209.37,215.37,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá đồng Yên Nhật),208.57,209.37,215.37,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,AUD,15123,15312,15815,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Đô Úc),15123,15312,15815,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,CAD,17074,17288,17788,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Đô Canada),17074,17288,17788,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,GBP,29429,29722,30375,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Bảng Anh),29429,29722,30375,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,CHF,23338,23583,24086,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Franc Thụy Sĩ),23338,23583,24086,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,SGD,16430,16543,16996,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Đô Singapore),16430,16543,16996,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,EUR,24993,25257,25959,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Euro),24993,25257,25959,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,CNY,-,3269,3400,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Nhân dân tệ Trung Quốc),-,3269,3400,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,HKD,-,2864,3064,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Đô Hồng Kông),-,2864,3064,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,THB,714,723,803,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá Bat Thái Lan),714,723,803,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,MYR,-,5535,5687,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(tỷ giá tiền Malaysia),-,5535,5687,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23211,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22515,23907,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,3,,23179,23329,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,7,,23180,23344,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,30,,23188,23428,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,90,,23207,23649,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,180,,23235,23979,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,360,,23294,24659,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,Tỷ giá vàng,4375000,,4422000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,10-Feb-20,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,LIBOR USD (%năm):,1.73088,1.74038,1.83488,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,LIBOR EUR (%năm):,-0.42314,-0.39343,-0.30243,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,Tỷ giá được cập nhật lúc 10/02/2020 05:06 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 10/02/2020 05:06 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 10/02/2020 05:06 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 10/02/2020 05:06 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20200210.csv,10/02/2020,(Nguồn từ Bloomberg),,,,,
